Property reference number,Ratepayer,Address,Postcode,Latitude,Longitude,Property start date,Rateable value,VOA code,VOA description,Liability start date,Occupied,Exemptions,Exemptions start date,Mandatory Reliefs,Mandatory Relief Start Date,Pub Relief,Additional Relief,Revaluation Relief,Supporting Small Business Relief
14174,,"Workshop And Premises, Rossendale Place, Shipley, BD18 3PP",BD18 3PP,53.83304,-1.78527,1990-04-01,3900,IF3,WORKSHOP AND PREMISES,2017-08-07,Y,,,Small Business Rate Relief,2017-08-07,,,,
14176,,"9, Westgate, Shipley, BD18 3QX",BD18 3QX,53.83453,-1.77838,1990-04-01,4900,CS,SHOP AND PREMISES,2013-07-01,Y,,,Small Business Rate Relief,2013-07-01,,,,
14177,The Works Stores Limited,"24-25, Market Square, Shipley, BD18 3QJ",BD18 3QJ,53.83331,-1.77784,1990-04-01,26750,CS,SHOP AND PREMISES,2017-11-23,Y,,,,,,,,
14178,,"540, Thornton Road, Bradford, BD8 9NB",BD8 9NB,53.79932,-1.78795,1990-04-01,4900,CS,SHOP AND PREMISES,2013-04-05,Y,,,Small Business Rate Relief,2013-04-05,,,,
14180,Legat Owen Limited,"33, Low Street, Keighley, BD21 3PP",BD21 3PP,53.86593,-1.90809,1990-04-01,12000,CS,SHOP AND PREMISES,2018-09-01,Y,,,,,,,,
14182,Melia (Yorkshire) Limited,"Basement Store No 17, Kirkgate Market, Kirkgate, Bradford, BD1 1SZ",BD1 1SZ,53.79402,-1.75550,1990-04-01,530,CW3,STORE,2013-08-01,Y,,,,,,,,
14184,Pinnacle (Bradford) Limited,"Car Park Space No 1, Arndale House, Market Street, Bradford, BD1 1LN",BD1 1LN,53.79418,-1.75184,1990-04-01,720,CP1,CAR PARKING SPACE AND PREMISES,2015-07-20,,Rateable Value,2015-07-20,,,,,,
14190,,"1, Hustlergate, Bradford, BD1 1RE",BD1 1RE,53.79425,-1.75263,1990-04-01,8000,CS,,2010-09-01,Y,,,,,,,,
14191,,"31, Lumb Lane, Bradford, BD8 7QU",BD8 7QU,53.79946,-1.76264,1990-04-01,13500,CS,,2016-03-30,Y,,,Small Business Rate Relief,2017-01-15,,,,
14198,,"12, Briggate, Silsden, BD20 9JT",BD20 9JT,53.91498,-1.93851,1990-04-01,5100,CS,SHOP AND PREMISES,1990-04-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
14201,William David Hair Limited,"26, Leeds Road, Ilkley, LS29 8DS",LS29 8DS,53.92619,-1.82094,1990-04-01,8400,CS,SHOP AND PREMISES,2015-09-01,Y,,,Small Business Rate Relief,2015-09-01,,,,
14207,Magnitude Surveys Ltd,"Unit 17, Commerce Court, Challenge Way, Bradford, BD4 8NW",BD4 8NW,53.78289,-1.71643,1995-09-06,6100,IF3,WORKSHOP AND PREMISES,2015-07-13,Y,,,,,,,,
14210,Bradford MDC,"Unit 5, Birksland Industrial Estate, Birksland Street, Bradford, BD4 8TY",BD4 8TY,53.78811,-1.73175,1990-04-01,4850,IF3,WORKSHOP AND PREMISES,2013-12-01,Y,,,,,,,,
14213,Timothy Taylor & Co Limited,"Knowle Spring Brewery, Belina Street, Keighley, BD21 1AW",BD21 1AW,53.85890,-1.91546,1990-04-01,74000,IX,BREWERY AND PREMISES,1990-04-01,Y,,,,,,,,
14218,,"515, Great Horton Road, Bradford, BD7 4EG",BD7 4EG,53.77973,-1.78589,1990-04-01,2900,CS3,HAIRDRESSING SALON AND PREMISES,2017-05-14,Y,,,Small Business Rate Relief,2017-05-14,,,,
14219,Beacon Leisure Limited,"The Horse And Groom, Beacon Road, Bradford, BD6 3EU",BD6 3EU,53.76864,-1.78690,1990-04-01,22000,CL,PUBLIC HOUSE & PREMISES,2017-09-27,Y,,,,,,,,
14221,Enterprise Rent-A-Car Uk Ltd,"Enterprise Rent-A-Car, Manchester Road, Bradford, BD5 0DH",BD5 0DH,53.78764,-1.75269,1990-04-01,15000,CW1,,2011-12-03,Y,,,,,,,,
14222,,"Eastwood Works, Parson Street, Keighley, BD21 3HD",BD21 3HD,53.87161,-1.90075,1990-04-01,15750,IF3,WORKSHOP AND PREMISES,2017-05-05,Y,,,,,,,,
14227,,"2, Church Street, Cullingworth, Bradford, BD13 5HE",BD13 5HE,53.82753,-1.89874,1990-04-01,2425,CS3,HAIRDRESSING SALON AND PREMISES,2016-04-01,Y,,,Small Business Rate Relief,2016-04-01,,,,
14230,Qasim'S Hand Car Wash Limited,"The Handwash, Bingley Road, Shipley, BD18 4DB",BD18 4DB,53.83523,-1.79560,1990-04-01,25000,CX,HAND CAR WASH,2011-01-21,Y,,,,,,,Yes,
14231,,"22, Cavendish Court, Lawkholme Lane, Keighley, BD21 3DY",BD21 3DY,53.86891,-1.90656,1992-11-23,910,CS,SHOP AND PREMISES,2001-05-05,Y,,,Small Business Rate Relief,2007-04-01,,,,
14234,Boots Pure Drug Company Limited,"Store R-O, 32, Market Square, Shipley, BD18 3QJ",BD18 3QJ,53.83331,-1.77784,1990-04-01,2325,CW3,STORE AND PREMISES,1990-04-01,Y,,,,,,,,
14235,Shipley Grill House Ltd,"118, Crag Road, Shipley, BD18 2ER",BD18 2ER,53.82775,-1.77094,1990-04-01,740,CS,SHOP AND PREMISES,2017-12-01,Y,,,Small Business Rate Relief,2017-12-01,,,,
14239,Cats Protection Trustee Limited,"46, Towngate, Keighley, BD21 3QE",BD21 3QE,53.86758,-1.90728,1990-04-01,22500,CS,SHOP AND PREMISES,2017-03-20,Y,,,Mandatory Relief,2017-08-04,,,,
14240,Bradford MDC,"Units 85 86 87 And 88, Kirkgate Market, Kirkgate, Bradford, BD1 1SZ",BD1 1SZ,53.79402,-1.75550,1990-04-01,5500,CS,MARKET STALL,2009-04-01,,,,,,,,,
14241,Leeds Building Society,"11, Bank Street, Bradford, BD1 1HJ",BD1 1HJ,53.79355,-1.75210,1990-04-01,52500,CS,,1991-04-01,Y,,,,,,,,
14248,Cash Converters Yorkshire Limited,"Bsmt & Gnd Floors, 72-74, Kirkgate, Bradford, BD1 1SZ",BD1 1SZ,53.79402,-1.75550,1990-04-01,14250,CS,SHOP AND PREMISES,2016-04-04,Y,,,,,,,,
14257,Boots The Chemists Limited,"37-39, Brook Street, Ilkley, LS29 8AG",LS29 8AG,53.92592,-1.82373,1995-09-01,92500,CS,SHOP AND PREMISES,1995-10-01,Y,,,,,,,,
14258,Infinity Hairdressing Ltd,"Unit 1, 1, Skipton Road, Ilkley, LS29 9EH",LS29 9EH,53.92594,-1.82705,1990-04-01,6400,CS,SHOP AND PREMISES,2003-09-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
14261,,"Suite 10b Unit 1, Robin Mills, Leeds Road, Idle, Bradford, BD10 9TE",BD10 9TE,53.83400,-1.71715,1995-04-01,2475,CO,OFFICE AND PREMISES,2014-01-23,Y,,,Small Business Rate Relief,2014-01-23,,,,
14263,M Widdup & Sons Limited,"Part, Tunwell Mill, Tunwell Lane, Bradford, BD2 2HE",BD2 2HE,53.81934,-1.72335,1990-04-01,3100,CW3,STORE AND PREMISES,2017-04-01,Y,,,,,,,,
14265,Hbms Cladding Limited,"Unit 16, Commerce Court, Challenge Way, Bradford, BD4 8NW",BD4 8NW,53.78289,-1.71643,1995-08-25,12000,IF3,,2015-02-01,Y,,,Small Business Rate Relief,2015-02-01,,,,
14267,,"495, Rooley Lane, Bradford, BD4 7SB",BD4 7SB,53.77541,-1.72898,1990-04-01,3900,CS,SHOP AND PREMISES,2017-05-04,Y,,,Small Business Rate Relief,2017-05-04,,,,
14271,Pizza Grill Limited,"Bst And Gnd, 17, Lawkholme Crescent, Keighley, BD21 3NR",BD21 3NR,53.86781,-1.90815,1990-04-01,8400,CS,,2016-07-01,Y,,,Small Business Rate Relief,2016-07-01,,,,
14276,,"561, Great Horton Road, Bradford, BD7 4EF",BD7 4EF,53.77892,-1.78803,1990-04-01,6800,CS,SHOP AND PREMISES,2017-04-05,Y,,,Small Business Rate Relief,2017-04-05,,,,
14277,B & Q Plc,"Retail Warehouse, Mountleigh Close, Euroway Trading Estate, Bradford, BD4 6SP",BD4 6SP,53.75653,-1.74063,1990-04-01,355000,CS10,RETAIL WAREHOUSE AND PREMISES,1990-04-01,Y,,,,,,,,
14280,,"297-301, Bradford Road, Riddlesden, Keighley, BD20 5LD",BD20 5LD,53.87204,-1.86742,1990-04-01,12750,CS,,1990-04-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
14287,Hallmark Cards Plc,"Factory And Premises, Bingley Road, Bradford, BD9 6SD",BD9 6SD,53.82108,-1.80773,1990-04-01,302500,IF,,1999-04-01,,Listed Building,2017-07-15,,,,,,
14288,,"14, Cavendish Court, Lawkholme Lane, Keighley, BD21 3DY",BD21 3DY,53.86891,-1.90656,1992-11-28,830,CS,SHOP AND PREMISES,2017-12-01,Y,,,Small Business Rate Relief,2017-12-01,,,,
14290,Biedronka Express Ltd,"312, Keighley Road, Bradford, BD9 4EY",BD9 4EY,53.81975,-1.77420,1990-04-01,4150,CS,SHOP AND PREMISES,2018-01-15,Y,,,Small Business Rate Relief,2018-01-15,,,,
14298,Gse (Broadway) Limited,"Part Basement, 53, Market Street, Bradford, BD1 1NE",BD1 1NE,53.79341,-1.75253,1990-04-01,285,CW3,STORE AND PREMISES,2017-12-19,Y,,,,,,,,
14299,,"Basement Store No 16, Kirkgate Market, Kirkgate, Bradford, BD1 1SZ",BD1 1SZ,53.79402,-1.75550,1990-04-01,530,CW3,STORE,2015-06-06,Y,,,,,,,,
14307,Nrgym Ltd,"Warehouse, Greengate Road, Keighley, BD21 5LH",BD21 5LH,53.86130,-1.91040,1990-04-01,22000,CW,WAREHOUSE AND PREMISES,2018-08-23,Y,,,,,,,,
14312,Bondmor Innovations Limited,"Unit C6, Enterprise Way, Five Lane Ends, Bradford, BD10 8EW",BD10 8EW,53.82591,-1.73141,1990-04-01,7900,IF3,,2013-10-01,Y,,,Small Business Rate Relief,2013-10-01,,,,
14313,,"21, Briggate, Silsden, BD20 9JS",BD20 9JS,53.91483,-1.93880,1990-04-01,4050,CS,SHOP AND PREMISES,2013-06-26,Y,,,Small Business Rate Relief,2013-06-26,,,,
14321,,"1127, Bolton Road, Bradford, BD2 4SP",BD2 4SP,53.81708,-1.73292,1990-04-01,4150,CS,SHOP AND PREMISES,2016-03-07,Y,,,Small Business Rate Relief,2016-03-07,,,,
14322,,"1244, Leeds Road, Bradford, BD3 8LG",BD3 8LG,53.79391,-1.71620,1990-04-01,6700,CS,SHOP AND PREMISES,2016-04-01,Y,,,Small Business Rate Relief,2016-04-01,,,,
14323,Peregrine Print Limited,"Unit 15, Commerce Court, Challenge Way, Bradford, BD4 8NW",BD4 8NW,53.78289,-1.71643,1995-10-27,7800,IF3,WORKSHOP AND PREMISES,2012-07-01,Y,,,Small Business Rate Relief,2012-07-01,,,,
14324,,"Clive Precious House, Mount Street, Bradford, BD3 9SW",BD3 9SW,53.78988,-1.73296,1990-04-01,37250,CO,,2018-08-03,Y,,,,,,,,
14326,Rexel Senate Limited,"Units 8 And 9, Fowler Street, Bradford, BD4 7NE",BD4 7NE,53.78468,-1.73437,1990-04-01,21000,CW,WAREHOUSE AND PREMISES,1990-04-01,Y,,,,,,,,
14328,William Hill Organization Limited,"Unit 1, Titan Shopping Centre, Town Gate Wyke, Bradford, BD12 9JF",BD12 9JF,53.73868,-1.76827,1990-04-01,9900,CS,LICENSED BETTING OFFICE,2012-07-30,Y,,,,,,,,
14334,Hollingwood Primary (Foundation),"Hollingwood Primary School, Hollingwood Lane, Bradford, BD7 4BE",BD7 4BE,53.77774,-1.80188,1990-04-01,75000,EL,SCHOOL AND PREMISES,2018-05-01,Y,,,Mandatory Relief,2018-05-01,,,,
14335,,"93, Fair Road, Bradford, BD6 1TD",BD6 1TD,53.76724,-1.77972,1990-04-01,6200,CS,,2015-02-16,Y,,,Small Business Rate Relief,2015-02-16,,,,
14337,P T S Limited,"31, Pitcliffe Way, Upper Castle Street, Bradford, BD5 7RN",BD5 7RN,53.78433,-1.75278,1990-04-01,39000,CW,WAREHOUSE AND PREMISES,1992-06-29,Y,,,,,,,,
14338,,"179, Morley Street, Bradford, BD7 1BE",BD7 1BE,53.78923,-1.76181,1990-04-01,5900,CS,SHOP AND PREMISES,2017-07-01,Y,,,Small Business Rate Relief,2017-07-01,,,,
14341,High Point Estates Ltd.,"Arden House, Wellington Street, Bingley, BD16 2NB",BD16 2NB,53.84836,-1.83786,1990-04-27,13500,LX,GYMNASIUM AND PREMISES,2018-10-29,Y,,,,,,,,
14346,,"20, Cavendish Court, Lawkholme Lane, Keighley, BD21 3DY",BD21 3DY,53.86891,-1.90656,1992-11-23,930,CS,SHOP AND PREMISES,2011-03-01,Y,,,Small Business Rate Relief,2011-03-01,,,,
14347,Bradford MDC,"Miriam Lord Community Primary School, Bavaria Place, Bradford, BD8 8RG",BD8 8RG,53.80515,-1.77471,1990-04-01,69500,EL,SCHOOL AND PREMISES,2007-04-01,Y,,,,,,,,
14348,Aabacus Accountants & Tax Advisors Ltd,"306, Keighley Road, Bradford, BD9 4EY",BD9 4EY,53.81975,-1.77420,1993-04-01,4200,CS,OFFICES AND PREMISES,2010-04-01,Y,,,Small Business Rate Relief,2010-04-01,,,,
14352,,"Unit 3, Arndale Shopping Centre, Market Square, Shipley, BD18 3QQ",BD18 3QQ,53.83278,-1.77731,1990-04-01,4700,CS,SHOP AND PREMISES,2013-04-16,Y,,,Small Business Rate Relief,2013-04-16,,,,
14354,David Brunskill Windows Limited,"Factory, Marley Street, Keighley, BD21 5JX",BD21 5JX,53.86263,-1.90988,1990-04-01,20000,CW,WAREHOUSE AND PREMISES,2001-05-04,Y,,,,,,,,
14357,Metcalfe Discount Textiles Limited,"Basement Store No 15, Kirkgate Centre, Kirkgate, Bradford, BD1 1SZ",BD1 1SZ,53.79402,-1.75550,1990-04-01,530,CW3,STORE,2006-04-01,Y,,,,,,,,
14358,Skipton Building Society,"53, Market Street, Bradford, BD1 1NE",BD1 1NE,53.79341,-1.75253,1990-04-01,21750,CS,,1993-12-24,Y,,,,,,,,
14364,,"Yard 2, Thwaites, Keighley, BD21 4NA",BD21 4NA,53.86775,-1.88561,1992-04-01,6900,CW1,LAND USED FOR STORAGE AND PREMISES,2002-07-26,Y,,,Small Business Rate Relief,2007-04-01,,,,
14373,,"Canal Bridge, 74, Keighley Road, Silsden, BD20 0EA",BD20 0EA,53.91092,-1.93815,1990-04-01,8000,LX,GYMNASIUM AND PREMISES,2016-03-01,Y,,,Small Business Rate Relief,2016-03-01,,,,
14374,,"Workshop Garage, 13, Brewery Road, Ilkley, LS29 8JD",LS29 8JD,53.92576,-1.81577,1990-04-01,2650,IF3,WORKSHOP AND PREMISES,1990-04-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
14375,Earth Renewables Ltd In Liquidation,"33-35, Church Street, Ilkley, LS29 9DR",LS29 9DR,53.92608,-1.82458,1990-04-01,20750,CS,SHOP AND PREMISES,2013-08-01,,Insolvency,2018-02-08,,,,,,
14381,C & A Precision Engineering Limited,"Unit 14, Commerce Court, Challenge Way, Bradford, BD4 8NW",BD4 8NW,53.78289,-1.71643,1995-08-07,7800,IF3,WORKSHOP AND PREMISES,2016-02-12,Y,,,Small Business Rate Relief,2016-02-12,,,,
14382,Dadibhais (Bradford) Limited,"Car Park, 19-37, Joseph Street, Bradford, BD3 9HR",BD3 9HR,53.79358,-1.74119,1990-04-01,5700,CP,CAR PARK AND PREMISES,1990-04-01,Y,,,,,,,,
14385,John Sylvester Engineering Company Limited,"Factory Offices And Premises, Vulcan Street, Bradford, BD4 8QU",BD4 8QU,53.78093,-1.72885,1990-04-01,34250,IF,FACTORY AND PREMISES,1990-04-01,Y,,,,,,,,
14386,Moda (Group Exhibitions) Limited,"Moorside Works, Abb Scott Lane, Low Moor, Bradford, BD12 0TU",BD12 0TU,53.75296,-1.77027,1990-04-01,16500,CW,WAREHOUSE AND PREMISES,2015-07-11,Y,,,,,,,,
14387,Jenkins Carpets Limited,"Jenkins Carpets, Worth Way, Keighley, BD21 5LR",BD21 5LR,53.86200,-1.90884,1990-04-01,8700,IF3,WORKSHOP AND PREMISES,2017-04-27,Y,,,Small Business Rate Relief,2017-04-27,,,,
14392,,"569, Great Horton Road, Bradford, BD7 4EF",BD7 4EF,53.77892,-1.78803,1990-04-01,3250,CS,SHOP AND PREMISES,2014-02-01,Y,,,Small Business Rate Relief,2014-02-01,,,,
14395,,"Ivy Guest House, 3, Melbourne Place, Bradford, BD5 0HZ",BD5 0HZ,53.78817,-1.75997,1990-04-01,6500,CH2,GUEST HOUSE AND PREMISES,1990-04-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
14396,Tlc Travel Limited,"Unit 7, Linton Street, Bradford, BD4 7EZ",BD4 7EZ,53.78374,-1.74550,1990-04-01,21750,CG2,,2000-12-01,Y,,,,,,,,
14400,,"24, Cavendish Court, Lawkholme Lane, Keighley, BD21 3DY",BD21 3DY,53.86891,-1.90656,1992-11-28,930,CS,SHOP AND PREMISES,2017-02-01,Y,,,Small Business Rate Relief,2017-02-01,,,,
14405,,"208-210, Keighley Road, Bradford, BD9 4JZ",BD9 4JZ,53.81617,-1.77278,1990-04-01,17750,CO,OFFICES AND PREMISES,1990-04-01,Y,,,,,,,,
14409,Halifax Plc,"33-34, Market Square, Shipley, BD18 3QJ",BD18 3QJ,53.83331,-1.77784,1990-04-01,34500,CS1,BANK AND PREMISES,1997-10-02,Y,,,,,,,,
14410,,"105-105a, Whetley Lane, Bradford, BD8 9DS",BD8 9DS,53.80270,-1.77897,1990-04-01,3450,CS,SHOP AND PREMISES,2003-04-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
14411,,"Unit 18, Mantra House, South Street, Keighley, BD21 1SX",BD21 1SX,53.86302,-1.91111,1990-04-01,1350,IF3,WORKSHOP AND PREMISES,2016-05-01,Y,,,Small Business Rate Relief,2016-05-01,,,,
14414,Bradford MDC,"Units 84 And 89, Kirkgate Market, Kirkgate, Bradford, BD1 1SZ",BD1 1SZ,53.79402,-1.75550,1990-04-01,2750,CS,MARKET STALL,2018-07-29,,Rateable Value,2018-07-29,,,,,,
14416,,"3, Hey Street, Bradford, BD7 1DQ",BD7 1DQ,53.79392,-1.76542,1990-04-01,7100,CW,WAREHOUSE AND PREMISES,2011-09-07,Y,,,Small Business Rate Relief,2011-09-07,,,,
14417,,"11, Sunbridge Road, Bradford, BD1 2AZ",BD1 2AZ,53.79338,-1.75420,1990-04-01,11250,CS,SHOP AND PREMISES,2018-04-14,Y,,,Small Business Rate Relief,2018-04-14,,,,
14422,Stonegate Pub Company Limited,"Queens Hall, Morley Street, Bradford, BD7 1BW",BD7 1BW,53.79113,-1.75868,1990-04-01,80000,CL,,2011-07-07,Y,,,,,,,,
14428,Sally Salon Services Ltd,"Unit B1, Enterprise Way, Five Lane Ends, Bradford, BD10 8EW",BD10 8EW,53.82591,-1.73141,1990-04-01,18250,CW,WAREHOUSE AND PREMISES,2017-09-18,Y,,,,,,,,
14429,Silsden Rlfc,"Silsden Playing Fields, Banklands Lane, Silsden, BD20 0JQ",BD20 0JQ,53.91404,-1.93026,1990-04-01,920,LX,PAVILION,2002-08-06,,Rateable Value,2009-09-01,,,,,,
14431,,"Yard 1, Thwaites, Keighley, BD21 4NA",BD21 4NA,53.86775,-1.88561,1992-04-01,12000,CW1,LAND USED FOR STORAGE AND PREMISES,2015-04-01,Y,,,Small Business Rate Relief,2015-04-01,,,,
14435,Marcus (Bradford) Ltd,"Unit 8, Friars Industrial Estate, Bradford Road, Idle, Bradford, BD10 8SX",BD10 8SX,53.83030,-1.73171,1995-04-24,72000,CW,WAREHOUSE AND PREMISES,2016-10-24,Y,,,,,,,,
14436,Apperley Bridge Pub Company Ltd,"Dog And Gun, 1001, Harrogate Road, Bradford, BD10 0LT",BD10 0LT,53.83478,-1.70772,1990-04-01,16000,CL,PUBLIC HOUSE AND PREMISES,2016-05-23,Y,,,,,Yes,,,
14438,,"100, Leeds Old Road, Bradford, BD3 8JF",BD3 8JF,53.79978,-1.71399,1990-04-01,3600,CS,SHOP AND PREMISES,2017-10-11,Y,,,Small Business Rate Relief,2017-10-11,,,,
14439,A4e Systems Ltd,"Unit 13, Commerce Court, Challenge Way, Bradford, BD4 8NW",BD4 8NW,53.78289,-1.71643,1995-07-13,7800,IF3,WORKSHOP AND PREMISES,2015-11-08,Y,,,Small Business Rate Relief,2015-11-08,,,,
14442,,"6, Dryden Street, Bradford, BD1 5ND",BD1 5ND,53.78998,-1.74141,1990-04-01,5400,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,2011-08-01,Y,,,Small Business Rate Relief,2011-08-01,,,,
14443,Incommunities Limited,"100, Tong Street, Bradford, BD4 6HD",BD4 6HD,53.77117,-1.72147,1990-04-01,2500,CS,SHOP AND PREMISES,2018-01-01,,Rateable Value,2018-01-01,,,,,,
14447,,"Workshop, Albert Road, Queensbury, BD13 1PA",BD13 1PA,53.76890,-1.84501,1990-04-01,9700,IF3,WORKSHOP AND PREMISES,2005-05-16,Y,,,Small Business Rate Relief,2007-04-01,,,,
14450,,"49, Beacon Road, Bradford, BD6 3ET",BD6 3ET,53.76846,-1.78809,1990-04-01,2350,CS,SHOP AND PREMISES,2007-11-21,Y,,,Small Business Rate Relief,2007-11-21,,,,
14451,John W.Laycock.Limited,"Workshop And Premises, Bradford Road, Keighley, BD21 4EH",BD21 4EH,53.87578,-1.88872,1990-04-01,66500,IF3,,1990-04-01,Y,,,,,,,,
14454,Tote Bookmakers Limited,"538-540, Halifax Road, Bradford, BD6 2LP",BD6 2LP,53.75947,-1.78795,1990-04-01,11500,CS2,BETTING SHOP AND PREMISES,1990-04-01,Y,,,,,,,,
14457,,"Arthur Street Works, Arthur Street, Bingley, BD16 4BN",BD16 4BN,53.85121,-1.83680,1990-04-01,4150,CW3,STORE AND PREMISES,2018-05-23,Y,,,Small Business Rate Relief,2018-05-23,,,,
14467,,"203, Toller Lane, Bradford, BD9 5DS",BD9 5DS,53.80660,-1.78852,1990-04-01,7300,CO,,2018-01-27,Y,,,Small Business Rate Relief,2018-01-27,,,,
14469,Ramsdens Financial Limited,"39, Queensway, Keighley, BD21 3PY",BD21 3PY,53.86687,-1.90794,1990-04-01,32750,CS,SHOP AND PREMISES,2012-06-15,Y,,,,,,,,
14470,Sovereign Health Care,"Carpark Adj, 26, Manningham Lane, Bradford, BD1 3DN",BD1 3DN,53.79914,-1.75769,1995-03-28,16000,CP,CAR PARK AND PREMISES,2018-06-06,Y,,,,,,,,
14471,Bradford MDC,"Basement Store No 14, Kirkgate Market, Kirkgate, Bradford, BD1 1SZ",BD1 1SZ,53.79402,-1.75550,1990-04-01,530,CW3,STORE,1990-04-01,,Rateable Value,2016-04-01,,,,,,
14474,My Thai Central Bradford Ltd,"3-5, Sunbridge Road, Bradford, BD1 2AZ",BD1 2AZ,53.79338,-1.75420,1990-04-01,15000,CS,SHOP AND PREMISES,2016-10-21,Y,,,,,,,,
14480,S & W Services (Yorkshire) Ltd,"129-133, Manningham Lane, Bradford, BD8 7JA",BD8 7JA,53.80230,-1.76139,1990-04-01,17500,CS,SHOP AND PREMISES,1990-08-01,Y,,,,,,,,
14484,,"28, Cunliffe Road, Bradford, BD8 7AL",BD8 7AL,53.81192,-1.76416,1990-04-01,0,CS,SHOP AND PREMISES,2010-04-01,,Rateable Value,2010-04-01,,,,,,
14485,Towler & Staines Limited,"85, Bradford Road, Stockbridge, Keighley, BD21 4BL",BD21 4BL,53.87102,-1.89838,1990-04-01,13500,CS,SHOP AND PREMISES,1990-04-01,Y,,,,,,,Yes,
14488,,"First Floor Store R-O, 31-33, Leeds Road, Ilkley, LS29 8DP",LS29 8DP,53.92640,-1.82125,1995-10-01,2000,CW3,STORE AND PREMISES,2010-01-01,,Rateable Value,2018-05-12,,,,,,
14490,,"3, Wells Road, Ilkley, LS29 9JB",LS29 9JB,53.92384,-1.82234,1990-04-01,7800,CS3,HAIRDRESSING SALON AND PREMISES,2015-05-16,Y,,,Small Business Rate Relief,2015-06-15,,,,
14493,,"475a, Leeds Road, Idle, Bradford, BD10 8LD",BD10 8LD,53.84263,-1.73379,1990-04-01,3050,CS,SHOP AND PREMISES,2002-03-31,Y,,,Small Business Rate Relief,2007-04-01,,,,
14495,,"Unit 1, 13, Stony Lane, Bradford, BD2 2HL",BD2 2HL,53.82104,-1.72527,1990-04-01,4300,CS,SHOP AND PREMISES,2018-06-29,Y,,,Small Business Rate Relief,2018-06-29,,,,
14497,The Stage Management Company (Uk) Ltd,"Unit 12, Commerce Court, Challenge Way, Bradford, BD4 8NW",BD4 8NW,53.78289,-1.71643,1995-08-18,8800,IF3,WORKSHOP AND PREMISES,2014-04-01,Y,,,Small Business Rate Relief,2014-04-01,,,,
14498,Marshall & Craven Ltd,"Unit 1, Richter Works, Garnett Street, Bradford, BD3 9HB",BD3 9HB,53.79426,-1.74006,1990-04-01,10000,IF3,WORKSHOP AND PREMISES,2010-10-01,Y,,,Small Business Rate Relief,2010-10-01,,,,
14499,,"369, Bowling Hall Road, Bradford, BD4 7SX",BD4 7SX,53.77464,-1.73203,1990-04-01,3000,CS,SHOP AND PREMISES,2013-05-04,Y,,,Small Business Rate Relief,2013-05-04,,,,
14502,Trawler Traditional Fish And Chips Ltd,"11, Beehive Street, Bradford, BD6 2DT",BD6 2DT,53.75852,-1.79178,1990-04-01,2950,CS,SHOP AND PREMISES,2014-11-24,Y,,,Small Business Rate Relief,2014-11-24,,,,
14503,Al-Hidaayah Foundation (Keighley),"Al-Hidaayah Foundation, Bridge Street, Keighley, BD21 1AA",BD21 1AA,53.86510,-1.91072,1990-04-01,22000,CO,EDUCATION CENTRE & PREMISES,2014-07-26,Y,,,Mandatory Relief,2016-07-30,,,,
14505,Bradford MDC,"Car Park (310), Bronte Village, Sun Street, Haworth, Keighley, BD22 8BX",BD22 8BX,53.82742,-1.95264,1990-04-01,13750,CP,CAR PARK AND PREMISES,1991-04-01,Y,,,,,,,,
14506,,"206, Old Road, Horton Bank Top, Bradford, BD7 4ND",BD7 4ND,53.77459,-1.80109,1990-04-01,3200,CS,CAFE AND PREMISES,2013-09-04,Y,,,Small Business Rate Relief,2013-09-04,,,,
14508,Freeman Grattan Holdings,"Sports Ground, Northside Road, Bradford, BD7 2AY",BD7 2AY,53.79198,-1.78358,1990-04-01,840,LS,SPORTS GROUND AND PREMISES,1994-04-01,Y,,,,,,,,
14515,Bradford MDC,"Cemetery At, Bailey Hills Road, Bingley, BD16 2RJ",BD16 2RJ,53.85228,-1.84246,1990-04-01,11000,MC,CEMETERY AND PREMISES,1990-04-01,Y,,,,,,,,
14517,Cullingworth Village Hall Management Committee Ltd,"Hall, Station Road, Cullingworth, Bradford, BD13 5HN",BD13 5HN,53.82778,-1.90079,1990-04-01,6800,LC3,HALL AND PREMISES,2015-09-01,Y,,,Mandatory Relief,2015-09-01,,,,
14524,,"99-101, Kirkgate, Shipley, BD18 3LR",BD18 3LR,53.83388,-1.78675,1990-04-01,12250,CS,SHOP AND PREMISES,2015-04-01,Y,,,Small Business Rate Relief,2015-04-01,,,,
14529,,"Basement Store No 13, Kirkgate Market, Kirkgate, Bradford, BD1 1SZ",BD1 1SZ,53.79402,-1.75550,1990-04-01,530,CW3,STORE,2008-11-17,Y,,,,,,,,
14530,City Electrical Factors Limited,"Unit D, Gresley Road, Keighley, BD21 5JG",BD21 5JG,53.86595,-1.90281,1990-04-01,21750,CW,WAREHOUSE AND PREMISES,1990-04-01,Y,,,,,,,,
14535,3 Cube Real Estate Limited,"No 1, Equity House, 40, Piccadilly, Bradford, BD1 3NN",BD1 3NN,53.79642,-1.75426,1990-04-01,720,CP1,CAR PARKING SPACE AND PREMISES,2007-04-01,,Rateable Value,2007-04-01,,,,,,
